"","kill_num","species","dod","utm_e","utm_n","age","year","month","day","jday","season","long","lat"
"480","19-361","coyote",2019-11-17,527311,4980301,"young",2019,11,17,321,"fall",-110.653627804571,44.9756249897253
"481","19-362","mule deer",2019-11-22,527017,4979751,"adult",2019,11,22,326,"fall",-110.657385877343,44.9706852426959
"482","19-371","mule deer",2019-11-19,529111,4979890,"adult",2019,11,19,323,"fall",-110.630823473201,44.9718537407321
"483","19-372","mule deer",2019-11-30,529765,4982260,"adult",2019,11,30,334,"fall",-110.622389807791,44.9931607986704
"484","19-373","mule deer",2019-11-29,528211,4982667,"adult",2019,11,29,333,"fall",-110.642081245986,44.996887996666
"485","19-374","fox",2019-11-29,528182,4982754,"unk",2019,11,29,333,"fall",-110.642444297333,44.9976723018972
"486","19-388","elk",2019-12-03,528845,4983482,"young",2019,12,3,337,"fall",-110.633991013522,45.0041989249986
"487","19-390","elk",2019-12-06,539144,4982239,"yearling",2019,12,6,340,"fall",-110.50340979122,44.9925163796213
"488","19-396","mule deer",2019-12-13,525345,4984385,"adult",2019,12,13,347,"fall",-110.678355642206,45.0124612171274
"489","20-045","mule deer",2020-02-28,528367,4985611,"adult",2020,2,28,59,"winter",-110.639936076488,45.0233828790703
"490","20-051","mule deer",2020-03-05,533622,4982534,"adult",2020,3,5,65,"winter",-110.573441410728,44.9954549948286
"491","20-056","elk",2020-02-28,533343,4984081,"old adult",2020,2,28,59,"winter",-110.576878464407,45.0093937553293
"492","20-058","mule deer",2020-03-09,526098,4979152,"young",2020,3,9,69,"winter",-110.669070917203,44.9653275155152
"493","20-068","elk",2020-03-05,544393,4973259,"young",2020,3,5,65,"winter",-110.437612752267,44.9113733426138
"494","20-072","elk",2020-03-01,524593,4986694,"adult",2020,3,1,61,"winter",-110.687785910151,45.0332727526133
"495","20-073","mule deer",2020-03-05,524589,4986686,"young",2020,3,5,65,"winter",-110.687837081858,45.0332008774984
"496","20-074","elk",2020-03-12,526856,4978432,"young",2020,3,12,72,"winter",-110.659497797558,44.9588179440726
"497","20-099","mule deer",2020-03-13,535995,4981551,"adult",2020,3,13,73,"winter",-110.543406611273,44.9864899560919
"498","20-100","mule deer",2020-03-23,516305,4989512,"old adult",2020,3,23,83,"spring",-110.792911708273,45.0588789833071
"499","20-114","marmot",2020-03-03,529090,4984477,"adult",2020,3,3,63,"winter",-110.630824786176,45.0131456374369
"500","20-120","mule deer",2020-05-07,528857,4976522,"adult",2020,5,7,128,"spring",-110.634237209822,44.9415460055355
"501","20-123","mule deer",2020-04-26,538283,4979526,"adult",2020,4,26,117,"spring",-110.514538379678,44.9681419170714
"502","20-124","mule deer",2020-04-28,537478,4979931,"adult",2020,4,28,119,"spring",-110.524716013786,44.9718305264362
"503","20-125","elk",2020-05-01,538944,4979824,"adult",2020,5,1,122,"spring",-110.506133616022,44.9707884688713
"504","20-126","bird",2020-05-07,534493,4980656,"unk",2020,5,7,128,"spring",-110.562520056768,44.9785080240717
"505","20-127","mule deer",2020-05-03,525619,4979491,"old adult",2020,5,3,124,"spring",-110.675127432234,44.9683965756566
"506","20-128","elk",2020-05-09,526698,4979600,"young",2020,5,9,130,"spring",-110.661439178327,44.9693380325404
"507","20-129","elk",2020-05-04,526060,4983322,"adult",2020,5,4,125,"spring",-110.669337039397,45.0028664259723
"508","20-132","elk",2020-05-12,545583,4978561,"young",2020,5,12,133,"spring",-110.422059612977,44.959024444546
"509","20-136","elk",2020-05-20,523628,4982901,"young",2020,5,20,141,"spring",-110.700214851297,44.999161842704
"510","20-141","elk",2020-05-22,527098,4984243,"unk",2020,5,22,143,"spring",-110.656116981975,45.0111181488117
"511","20-144","mule deer",2020-05-20,535012,4980199,"yearling",2020,5,20,141,"spring",-110.555969446954,44.9743688454653
"512","20-145","mule deer",2020-05-22,536127,4979185,"adult",2020,5,22,143,"spring",-110.541901860115,44.9651852817724
"513","20-148","elk",2020-05-31,542768,4978828,"young",2020,5,31,152,"spring",-110.457726306855,44.9616029028841
"514","20-149","elk",2020-05-30,525769,4975459,"young",2020,5,30,151,"spring",-110.673431211481,44.932095652253
"515","20-150","elk",2020-05-30,524901,4977877,"young",2020,5,30,151,"spring",-110.68431187995,44.9538931238678
"516","20-152","elk",2020-05-25,541451,4977026,"young",2020,5,25,146,"spring",-110.474572434327,44.9454600485564
"517","20-153","mule deer",2020-05-27,541365,4975526,"adult",2020,5,27,148,"spring",-110.475785390303,44.9319625886755
"518","20-154","elk",2020-06-01,533044,4981533,"yearling",2020,6,1,153,"spring",-110.580839918456,44.9864714460428
"519","20-155","elk",2020-06-04,536085,4978913,"young",2020,6,4,156,"spring",-110.542453875383,44.9627389552371
"520","20-159","marmot",2020-06-06,547991,4971113,"unk",2020,6,6,158,"spring",-110.392237961193,44.8918224159391
"521","20-160","elk",2020-06-07,545223,4972724,"young",2020,6,7,159,"spring",-110.427146359408,44.9065052144622
"522","20-161","elk",2020-06-08,524042,4983618,"adult",2020,6,8,160,"spring",-110.694927962583,45.0056022213612
"523","20-163","bh sheep",2020-06-12,544856,4978993,"yearling",2020,6,12,164,"spring",-110.431238265002,44.9629593843734
"524","20-164","mule deer",2020-06-10,541986,4979226,"adult",2020,6,10,162,"spring",-110.46760805026,44.9652321867486
"525","20-165","mule deer",2020-06-15,532418,4981244,"adult",2020,6,15,167,"spring",-110.588799062664,44.9838988172503
"526","20-169","elk",2020-06-14,519526,4984678,"adult",2020,6,14,166,"spring",-110.752190327139,45.0152828526555
"527","20-170","elk",2020-06-16,520003,4979700,"young",2020,6,16,168,"spring",-110.746334407051,44.9704583475455
"528","20-175","elk",2020-06-19,534971,4979504,"young",2020,6,19,171,"spring",-110.556537617638,44.9681146826459
"529","20-176","unk small mammal",2020-06-20,535185,4980753,"unk",2020,6,20,172,"summer",-110.553736806678,44.9793472305818
"530","20-177","mule deer",2020-06-22,524190,4976260,"young",2020,6,22,174,"summer",-110.693403109109,44.9393616401953
"531","20-178","elk",2020-06-20,524939,4977272,"yearling",2020,6,20,172,"summer",-110.683860033236,44.9484456615826
"532","20-179","elk",2020-06-20,524945,4977262,"young",2020,6,20,172,"summer",-110.683784469475,44.9483554323005
"533","20-180","elk",2020-06-29,524771,4977625,"young",2020,6,29,181,"summer",-110.685972331033,44.9516291972895
"534","20-181","elk",2020-06-24,549344,4975601,"young",2020,6,24,176,"summer",-110.374666512688,44.9321288149954
"535","20-183","pronghorn",2020-06-28,552185,4971083,"adult",2020,6,28,180,"summer",-110.339131277749,44.8912573795175
"536","20-186","pronghorn",2020-06-28,527076,4985541,"adult",2020,6,28,180,"summer",-110.656326279761,45.0228032451483
"537","20-187","marmot",2020-07-02,527599,4985387,"adult",2020,7,2,184,"summer",-110.649696455297,45.0213968105246
"538","20-188","grouse",2020-07-02,527599,4985387,"unk",2020,7,2,184,"summer",-110.649696455297,45.0213968105246
"539","20-189","elk",2020-07-04,521813,4981086,"yearling",2020,7,4,186,"summer",-110.723321379167,44.9828816358107
"540","20-190","elk",2020-06-19,521096,4979272,"young",2020,6,19,171,"spring",-110.73249171771,44.9665739161614
"541","20-191","elk",2020-07-06,522805,4983428,"young",2020,7,6,188,"summer",-110.710632819754,45.0039327284531
"542","20-236","mule deer",2020-11-14,521661,4982549,"adult",2020,11,14,319,"fall",-110.725186417462,44.9960559823286
"543","20-256","unk deer",2020-11-15,531821,4985235,"adult",2020,11,15,320,"fall",-110.596119089587,45.0198516166266
"544","20-257","elk",2020-11-14,531831,4985271,"young",2020,11,14,319,"fall",-110.595989890986,45.0201752278765
"545","20-261","elk",2020-11-24,525525,4977173,"adult",2020,11,24,329,"fall",-110.676436710962,44.9475336723502
"546","20-271","elk",2020-11-27,532787,4971792,"yearling",2020,11,27,332,"fall",-110.584732472385,44.8987970184188
"547","20-272","elk",2020-12-04,524474,4982192,"young",2020,12,4,339,"fall",-110.689515672575,44.9927508859157
"548","20-282","mule deer",2020-12-04,532123,4983581,"young",2020,12,4,339,"fall",-110.592391744921,45.0049492196959
"549","20-284","unk deer",2020-12-09,516923,4988736,"unk",2020,12,9,344,"fall",-110.785088767876,45.0518791028593
"550","20-290","bh sheep",2020-12-12,529586,4983846,"adult",2020,12,12,347,"fall",-110.624567395951,45.007445033062
"551","21-033","unk deer",2021-01-31,527956,4989557,"young",2021,1,31,31,"winter",-110.644933184967,45.0589198716076
"552","21-034","beaver",2021-02-05,527074,4988339,"adult",2021,2,5,36,"winter",-110.656200885696,45.0479901028222
"553","21-035","mule deer",2021-02-16,519841,4990155,"young",2021,2,16,47,"winter",-110.7479762687,45.0645768395675
"554","21-036","unk deer",2021-02-22,520504,4990605,"young",2021,2,22,53,"winter",-110.739536421437,45.0686087230885
"555","21-037","mule deer",2021-02-25,518908,4990728,"young",2021,2,25,56,"winter",-110.759805684743,45.0697603745216
"556","21-038","elk",2021-02-28,533450,4982408,"old adult",2021,2,28,59,"winter",-110.57563186681,44.9943289114876
"557","21-054","mule deer",2021-03-01,519904,4990950,"young",2021,3,1,60,"winter",-110.747144490222,45.0717314473676
"558","21-055","mule deer",2021-03-05,520069,4990870,"young",2021,3,5,64,"winter",-110.745051593263,45.071006649369
"559","21-058","elk",2021-02-17,540552,4981718,"yearling",2021,2,17,48,"winter",-110.485590225254,44.9877474929918
"560","21-070","elk",2021-03-09,535148,4982954,"young",2021,3,9,68,"winter",-110.554052467882,44.9991617414018
"561","21-071","unk deer",2021-03-09,519493,4990017,"unk",2021,3,9,68,"winter",-110.752401944005,45.0633442680901
"562","21-072","cottontail",2021-03-10,519533,4990061,"unk",2021,3,10,69,"winter",-110.751892159754,45.0637392421227
"563","21-075","elk",2021-03-12,528063,4984859,"young",2021,3,12,71,"winter",-110.643836661016,45.0166256848666
"564","21-085","mule deer",2021-03-18,519917,4991405,"young",2021,3,18,77,"winter",-110.74696126922,45.0758268653013
"565","21-089","mule deer",2021-03-22,525980,4987015,"young",2021,3,22,81,"spring",-110.670161295153,45.036112811828
"566","21-100","elk",2021-03-23,525826,4986915,"old adult",2021,3,23,82,"spring",-110.67212156749,45.0352182694133
"567","21-159","pronghorn",2021-08-30,526251,4984742,"adult",2021,8,30,242,"summer",-110.666839477985,45.0156418828013
"568","21-171","elk",2021-10-15,523570,4980824,"yearling",2021,10,15,288,"fall",-110.701047936814,44.9804669909031
"569","21-182","elk",2021-11-13,525547,4979869,"young",2021,11,13,317,"fall",-110.676021288613,44.9718018610495
"570","21-187","mule deer",2021-11-13,543539,4973836,"unk",2021,11,13,317,"fall",-110.448381353127,44.9166200539708
"571","21-192","coyote",2021-11-22,535117,4982061,"adult",2021,11,22,326,"fall",-110.554508061645,44.9911247921768
"572","21-204","bh sheep",2021-11-17,525622,4982002,"adult",2021,11,17,321,"fall",-110.674961705564,44.9910000229087
"573","21-205","unk deer",2021-11-23,526556,4981214,"unk",2021,11,23,327,"fall",-110.663154817632,44.983872275163
"574","21-208","elk",2021-11-28,533620,4980681,"young",2021,11,28,332,"fall",-110.573590469127,44.9787749437191
"575","21-211","unk deer",2021-12-01,528399,4979769,"unk",2021,12,1,335,"fall",-110.639859468774,44.9707933542492
"576","21-216","unk deer",2021-12-04,530495,4983624,"young",2021,12,4,338,"fall",-110.613046321866,45.0054081525915
"577","21-220","elk",2021-12-03,533117,4982177,"old adult",2021,12,3,337,"fall",-110.579871597081,44.9922651395287
"578","21-224","mule deer",2021-12-06,531949,4983264,"adult",2021,12,6,340,"fall",-110.594619697703,45.0021035407325
"579","21-227","unk deer",2021-12-12,540275,4980072,"unk",2021,12,12,346,"fall",-110.489235451765,44.9729466322789
"580","22-005","mule deer",2022-01-07,525007,4980390,"adult",2022,1,7,7,"winter",-110.682843436639,44.9765110355862
"581","22-007","mule deer",2022-01-07,531354,4980451,"young",2022,1,7,7,"winter",-110.602344216358,44.9768082317538
"582","22-008","elk",2022-01-09,523653,4977155,"young",2022,1,9,9,"winter",-110.700167303798,44.9474364036878
"583","22-014","unk deer",2021-12-12,526639,4979249,"adult",2021,12,12,346,"fall",-110.66220589724,44.9661806087299
"584","22-015","elk",2022-01-21,525567,4978794,"young",2022,1,21,21,"winter",-110.675822169415,44.9621241685869
